HELLOFRESH_WEEK,Brand,BOX_ID,DU_ID,DELIVERY_REGION,DELIVERY_DATE,DC,Carrier,TRACKING_CODE,WEEKDAY,PACKING_DAY,CUSTOMER_ID,STATE,POSTCODE,TIME_IN_TRANSIT,MESSAGE,CARRIER_CREATE_TIME,local_datetime,Local Date,Responsible Party,OTP Groups,DELIVERED,Error?,COMPLAINT,DETAIL_1,是否看照片
2023-W12,US,US268071539,H2680715390,NJ_AXLE-JFKNY,3/23/2023,NJ,AXLE,SCD0970110406494739,Thursday,Wednesday,46921361,NY,10036,1,SHIPMENT.DROPOFF_SUCCEEDED,3/27/2023 11:15:23 下午,3/27/2023 7:15:23 下午,3/27/2023,FINAL MILE,Late +2,1,1,exception,failure,是
2023-W12,US,US268137825,H2681378250,AZ_AXLE-LAXCA,3/23/2023,AZ,AXLE,SCD0970110406498870,Thursday,Wednesday,28459121,CA,92586,1,SHIPMENT.RECEIVED_OK,3/23/2023 2:32:53 上午,3/22/2023 7:32:53 下午,3/22/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268140415,H2681404150,AZ_AXLE-LAXCA,3/23/2023,AZ,AXLE,SCD0970110406498740,Thursday,Wednesday,47316787,CA,90003,1,SHIPMENT.PICKUP_READY,3/24/2023 2:03:00 下午,3/24/2023 7:03:00 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268141837,H2681418370,NW_AXLE-LAXCA,3/23/2023,NW,AXLE,SCD0970110406498678,Thursday,Wednesday,49076560,CA,92136,1,SHIPMENT.RETURN_SUCCEEDED,3/24/2023 5:53:30 下午,3/24/2023 10:53:30 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268142830,H2681428300,AZ_AXLE-LAXCA,3/23/2023,AZ,AXLE,SCD0970110406499079,Thursday,Wednesday,49079189,CA,92058,1,SHIPMENT.RETURN_READY,3/25/2023 6:04:15 下午,3/25/2023 11:04:15 上午,3/25/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268143506,H2681435060,NW_AXLE-SALCA,3/24/2023,NW,AXLE,SCD0970110406504087,Friday,Thursday,38111397,CA,95126,1,SHIPMENT.RETURN_READY,3/24/2023 6:28:47 下午,3/24/2023 11:28:47 上午,3/24/2023,FINAL MILE,Undelivered,0,1,no_progress_in_tracking,,是
2023-W12,US,US268144908,H2681449080,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406502977,Friday,Thursday,40411018,NY,10454,1,SHIPMENT.DROPOFF_FAILED,3/25/2023 5:18:57 下午,3/25/2023 1:18:57 下午,3/25/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268144983,H2681449830,NJ_AXLE-EWRNJ,3/24/2023,NJ,AXLE,SCD0970110406499777,Friday,Thursday,47607711,NJ,7843,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 2:45:05 下午,3/24/2023 10:45:05 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268147386,H2681473860,NJ_AXLE-PHLPA,3/24/2023,NJ,AXLE,SCD0970110406499365,Friday,Thursday,400795,DE,19807,1,SHIPMENT.RECEIVED_OK,3/24/2023 3:29:13 上午,3/23/2023 11:29:13 下午,3/23/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268147820,H2681478200,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406499918,Friday,Thursday,48604061,NY,10017,1,SHIPMENT.RECEIVED_OK,3/25/2023 3:47:28 上午,3/24/2023 11:47:28 下午,3/24/2023,FINAL MILE,Undelivered,0,0,late_delivery_1_day,late_proactive_compensation,是
2023-W12,US,US268153925,H2681539250,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406499997,Friday,Thursday,36367483,CA,90027,1,SHIPMENT.DROPOFF_FAILED,3/26/2023 2:14:47 上午,3/25/2023 7:14:47 下午,3/25/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268155612,H2681556120,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406500174,Friday,Thursday,47547383,NY,11433,1,SHIPMENT.PICKUP_FAILED,3/24/2023 3:29:18 下午,3/24/2023 11:29:18 上午,3/24/2023,FINAL MILE,Undelivered,0,1,late_delivery_1_day,1_day_late,是
2023-W12,US,US268156054,H2681560540,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406505309,Friday,Thursday,48454844,CA,90305,1,SHIPMENT.GEOCODED,3/25/2023 2:54:39 下午,3/25/2023 7:54:39 上午,3/25/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268156138,H2681561380,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406505358,Friday,Thursday,36675549,CA,92886,1,SHIPMENT.PICKUP_READY,3/24/2023 4:51:09 下午,3/24/2023 9:51:09 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268162855,H2681628550,NW_AXLE-SALCA,3/24/2023,NW,AXLE,SCD0970110406503972,Friday,Thursday,48271084,CA,94118,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 4:32:30 下午,3/24/2023 9:32:30 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268162969,H2681629690,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406500427,Friday,Thursday,29514354,CA,92122,1,SHIPMENT.PICKUP_READY,3/25/2023 2:45:30 下午,3/25/2023 7:45:30 上午,3/25/2023,FINAL MILE,Undelivered,0,1,"no_progress_in_tracking,no_progress_in_tracking",,是
2023-W12,US,US268168403,H2681684030,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406504678,Friday,Thursday,48779866,CA,90802,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 6:34:02 下午,3/24/2023 11:34:02 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268168553,H2681685530,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406500524,Friday,Thursday,33133008,CA,90802,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 5:30:33 下午,3/24/2023 10:30:33 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268168979,H2681689790,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406504548,Friday,Thursday,9496622,CA,92024,1,SHIPMENT.RECEIVED_DAMAGED,3/24/2023 1:49:31 下午,3/24/2023 6:49:31 上午,3/24/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268176070,H2681760700,AZ_AXLE-SALCA,3/24/2023,AZ,AXLE,SCD0008698900499121,Friday,Wednesday,48000852,CA,94040,2,SHIPMENT.DROPOFF_FAILED,3/24/2023 6:11:25 下午,3/24/2023 11:11:25 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268179776,H2681797760,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406501060,Friday,Thursday,30553229,CA,91505,1,SHIPMENT.PICKUP_READY,3/24/2023 1:54:56 下午,3/24/2023 6:54:56 上午,3/24/2023,FINAL MILE,Undelivered,0,1,no_progress_in_tracking,,是
2023-W12,US,US268182688,H2681826880,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406501091,Friday,Thursday,48945607,CA,90034,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 7:14:33 下午,3/24/2023 12:14:33 下午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268182789,H2681827890,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406505968,Friday,Thursday,36917180,CA,90802,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 6:09:49 下午,3/24/2023 11:09:49 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268185594,H2681855940,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406504898,Friday,Thursday,34394534,CA,92154,1,SHIPMENT.RETURN_READY,3/25/2023 9:08:39 下午,3/25/2023 2:08:39 下午,3/25/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268189864,H2681898640,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406501223,Friday,Thursday,37593985,CA,90028,1,SHIPMENT.RETURN_READY,3/25/2023 3:46:07 下午,3/25/2023 8:46:07 上午,3/25/2023,FINAL MILE,Undelivered,0,1,no_progress_in_tracking,,是
2023-W12,US,US268193682,H2681936820,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406504573,Friday,Thursday,48789519,CA,92058,1,SHIPMENT.RETURN_READY,3/25/2023 6:04:15 下午,3/25/2023 11:04:15 上午,3/25/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268195521,H2681955210,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406501556,Friday,Thursday,47817259,NY,10036,1,SHIPMENT.RECEIVED_OK,3/26/2023 5:09:31 上午,3/26/2023 1:09:31 上午,3/26/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268202604,H2682026040,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406501644,Friday,Thursday,45450747,NY,11236,1,SHIPMENT.DROPOFF_SUCCEEDED,3/25/2023 3:45:45 下午,3/25/2023 11:45:45 上午,3/25/2023,FINAL MILE,Late +1,1,1,marked_as_delivered,,是
2023-W12,US,US268204396,H2682043960,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406501720,Friday,Thursday,27985594,NY,10013,1,SHIPMENT.RETURN_READY,3/27/2023 11:18:48 上午,3/27/2023 7:18:48 上午,3/27/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268208028,H2682080280,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406506003,Friday,Thursday,44216319,CA,91701,1,SHIPMENT.PICKUP_READY,3/24/2023 2:24:19 下午,3/24/2023 7:24:19 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268209442,H2682094420,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406505474,Friday,Thursday,12499772,CA,91406,1,SHIPMENT.PICKUP_READY,3/24/2023 5:07:10 下午,3/24/2023 10:07:10 上午,3/24/2023,FINAL MILE,Undelivered,0,1,"no_progress_in_tracking,no_progress_in_tracking",,是
2023-W12,US,US268209640,H2682096400,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406501934,Friday,Thursday,2044075,CA,92111,1,on_trailer_time:2023-03-23 07:11:04 +0000 UTC;,3/23/2023 8:09:38 上午,3/23/2023 1:09:38 上午,3/23/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268216701,H2682167010,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406502214,Friday,Thursday,47819275,NY,10019,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 1:05:47 下午,3/24/2023 9:05:47 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268220861,H2682208610,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406502401,Friday,Thursday,48619073,CA,90265,1,SHIPMENT.RECEIVED_OK,3/24/2023 1:29:49 上午,3/23/2023 6:29:49 下午,3/23/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268221007,H2682210070,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406502282,Friday,Thursday,29121384,NY,10458,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 4:49:47 下午,3/24/2023 12:49:47 下午,3/24/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268224678,H2682246780,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406502449,Friday,Thursday,48958861,NY,10036,1,SHIPMENT.RECEIVED_OK,3/26/2023 5:15:54 上午,3/26/2023 1:15:54 上午,3/26/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268225274,H2682252740,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406502380,Friday,Thursday,14303638,NY,10019,1,SHIPMENT.RETURN_READY,3/27/2023 9:43:55 上午,3/27/2023 5:43:55 上午,3/27/2023,FINAL MILE,Undelivered,0,1,"no_progress_in_tracking,no_progress_in_tracking",,是
2023-W12,US,US268225838,H2682258380,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406502463,Friday,Thursday,23495265,CA,91307,1,SHIPMENT.RETURN_READY,3/26/2023 1:52:21 上午,3/25/2023 6:52:21 下午,3/25/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268226854,H2682268540,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406502581,Friday,Thursday,2748321,CA,93023,1,SHIPMENT.PICKUP_READY,3/24/2023 12:17:26 下午,3/24/2023 5:17:26 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268227401,H2682274010,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406502497,Friday,Thursday,10035805,CA,92058,1,SHIPMENT.RETURN_READY,3/25/2023 6:04:15 下午,3/25/2023 11:04:15 上午,3/25/2023,FINAL MILE,Undelivered,0,1,exception,failure,是
2023-W12,US,US268227423,H2682274230,NJ_AXLE-EWRNJ,3/24/2023,NJ,AXLE,SCD0970110406502516,Friday,Thursday,44417414,NJ,8902,1,SHIPMENT.PICKUP_READY,3/26/2023 10:07:48 上午,3/26/2023 6:07:48 上午,3/26/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268234229,H2682342290,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406502849,Friday,Thursday,10106833,CA,92587,1,SHIPMENT.PICKUP_READY,3/24/2023 11:10:04 上午,3/24/2023 4:10:04 上午,3/24/2023,FINAL MILE,Undelivered,0,1,"late_delivery_2_or_more_days,late_delivery_2_or_more_days",,是
2023-W12,US,US268240493,H2682404930,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406505633,Friday,Thursday,44315820,CA,92407,1,SHIPMENT.PICKUP_READY,3/24/2023 2:29:58 下午,3/24/2023 7:29:58 上午,3/24/2023,FINAL MILE,Undelivered,0,1,no_progress_in_tracking,,是
2023-W12,US,US268314915,H2683149150,NJ_AXLE-JFKNY,3/24/2023,NJ,AXLE,SCD0970110406506290,Friday,Thursday,49084970,NY,10461,1,SHIPMENT.DROPOFF_SUCCEEDED,3/25/2023 3:42:29 下午,3/25/2023 11:42:29 上午,3/25/2023,FINAL MILE,Late +1,1,1,marked_as_delivered,,是
2023-W12,US,US268318435,H2683184350,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406506586,Friday,Thursday,49092869,CA,90670,1,SHIPMENT.RETURN_READY,3/24/2023 6:27:32 下午,3/24/2023 11:27:32 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268318576,H2683185760,NJ_AXLE-PHLPA,3/24/2023,NJ,AXLE,SCD0970110406506094,Friday,Thursday,49093431,PA,18018,1,SHIPMENT.PICKUP_FAILED,3/25/2023 11:43:17 上午,3/25/2023 7:43:17 上午,3/25/2023,FINAL MILE,Undelivered,0,1,"no_progress_in_tracking,no_progress_in_tracking",,是
2023-W12,US,US268319191,H2683191910,NJ_AXLE-EWRNJ,3/24/2023,NJ,AXLE,SCD0970110406506456,Friday,Thursday,49094658,NJ,8759,1,SHIPMENT.PICKUP_READY,3/26/2023 12:09:35 下午,3/26/2023 8:09:35 上午,3/26/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268320057,H2683200570,NJ_AXLE-PHLPA,3/24/2023,NJ,AXLE,SCD0970110406506116,Friday,Thursday,49096607,NJ,8080,1,SHIPMENT.PICKUP_READY,3/24/2023 10:20:56 上午,3/24/2023 6:20:56 上午,3/24/2023,FINAL MILE,Undelivered,0,1,no_progress_in_tracking,,是
2023-W12,US,US268320306,H2683203060,AZ_AXLE-SALCA,3/24/2023,AZ,AXLE,SCD0008698900499831,Friday,Wednesday,45581429,CA,94086,2,SHIPMENT.RECEIVED_OK,3/24/2023 5:29:32 上午,3/23/2023 10:29:32 下午,3/23/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268321486,H2683214860,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406506521,Friday,Thursday,49099696,CA,90033,1,SHIPMENT.RETURN_READY,3/25/2023 1:02:45 下午,3/25/2023 6:02:45 上午,3/25/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268321575,H2683215750,AZ_AXLE-LAXCA,3/24/2023,AZ,AXLE,SCD0970110406506512,Friday,Thursday,49099931,CA,90015,1,SHIPMENT.DROPOFF_FAILED,3/24/2023 5:13:05 下午,3/24/2023 10:13:05 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,US,US268321707,H2683217070,NW_AXLE-LAXCA,3/24/2023,NW,AXLE,SCD0970110406506609,Friday,Thursday,34436997,CA,90631,1,SHIPMENT.RETURN_READY,3/24/2023 6:38:25 下午,3/24/2023 11:38:25 上午,3/24/2023,FINAL MILE,Undelivered,0,0,,,是
2023-W12,ER,ER34151620,E341516200,NT_AXLE-PHLPA_EP,3/21/2023,NT,AXLE,SCD1970110400755688,Tuesday,Monday,7553902,PA,18036,1,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 4:34:14 下午,3/22/2023 12:34:14 下午,3/22/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34263410,E342634100,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754973,Monday,Saturday,4165634,CA,94002,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 1:24:10 下午,3/21/2023 6:24:10 上午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34422034,E344220340,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755139,Monday,Saturday,7565862,CA,94553,2,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 12:47:46 上午,3/21/2023 5:47:46 下午,3/21/2023,FINAL MILE,Late +1,1,1,"late_delivery_1_day,late_delivery_1_day","1_day_late,1_day_late",否
2023-W12,ER,ER34422133,E344221330,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754975,Monday,Saturday,7597938,CA,95129,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 7:12:58 下午,3/21/2023 12:12:58 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34429707,E344297070,AZ_AXLE-SALCA_EP,3/18/2023,AZ,AXLE,SCD1970110400753087,Saturday,Thursday,7138576,CA,95076,2,SHIPMENT.DROPOFF_SUCCEEDED,3/19/2023 5:08:50 下午,3/19/2023 10:08:50 上午,3/19/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34450243,E344502430,AZ_AXLE-LAXCA_EP,3/21/2023,AZ,AXLE,SCD1970110400757012,Tuesday,Monday,7599661,CA,92115,1,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 3:36:53 下午,3/22/2023 8:36:53 上午,3/22/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34452371,E344523710,AZ_AXLE-SALCA_EP,3/19/2023,AZ,AXLE,SCD1970110400753404,Sunday,Friday,4995564,CA,94541,2,SHIPMENT.DROPOFF_SUCCEEDED,3/20/2023 5:54:42 下午,3/20/2023 10:54:42 上午,3/20/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34453055,E344530550,NT_AXLE-PHLPA_EP,3/19/2023,NT,AXLE,SCD1970110400753494,Sunday,Saturday,7534854,PA,19518,1,SHIPMENT.DROPOFF_SUCCEEDED,3/20/2023 5:28:19 下午,3/20/2023 1:28:19 下午,3/20/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34457036,E344570360,AZ_AXLE-SALCA_EP,3/19/2023,AZ,AXLE,SCD1970110400753382,Sunday,Friday,6940300,CA,94063,2,SHIPMENT.DROPOFF_SUCCEEDED,3/20/2023 3:32:54 下午,3/20/2023 8:32:54 上午,3/20/2023,FINAL MILE,Late +1,1,1,late_delivery_1_day,1_day_late,否
2023-W12,ER,ER34462151,E344621510,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755028,Monday,Saturday,7605456,CA,94558,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 5:11:33 下午,3/21/2023 10:11:33 上午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34463384,E344633840,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755047,Monday,Saturday,7266352,CA,94510,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 10:06:26 下午,3/21/2023 3:06:26 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34464278,E344642780,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755058,Monday,Saturday,7555613,CA,95407,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 5:57:16 下午,3/21/2023 10:57:16 上午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34465271,E344652710,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754954,Monday,Saturday,6696540,CA,95376,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 10:49:10 下午,3/21/2023 3:49:10 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34467510,E344675100,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755073,Monday,Saturday,7273429,CA,95746,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 6:10:17 下午,3/21/2023 11:10:17 上午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34468279,E344682790,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754950,Monday,Saturday,7015326,CA,94510,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 10:23:49 下午,3/21/2023 3:23:49 下午,3/21/2023,FINAL MILE,Late +1,1,1,late_delivery_1_day,1_day_late,否
2023-W12,ER,ER34469772,E344697720,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754992,Monday,Saturday,7465463,CA,95401,2,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 4:29:24 上午,3/21/2023 9:29:24 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34470861,E344708610,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755078,Monday,Saturday,7459225,CA,94301,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 1:32:26 下午,3/21/2023 6:32:26 上午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34471435,E344714350,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755026,Monday,Saturday,7058760,CA,94583,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 9:28:39 下午,3/21/2023 2:28:39 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34471795,E344717950,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755036,Monday,Saturday,7527494,CA,95442,2,SHIPMENT.DROPOFF_READY,3/21/2023 10:03:39 下午,3/21/2023 3:03:39 下午,3/21/2023,FINAL MILE,Late +1,1,1,"late_delivery_1_day,late_delivery_1_day,late_delivery_1_day,late_delivery_1_day","1_day_late,1_day_late,1_day_late,1_day_late",否
2023-W12,ER,ER34477008,E344770080,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755051,Monday,Saturday,6768860,CA,94109,2,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 2:04:28 上午,3/21/2023 7:04:28 下午,3/21/2023,FINAL MILE,Late +1,1,1,"late_delivery_1_day,late_delivery_1_day","1_day_late,1_day_late",否
2023-W12,ER,ER34479030,E344790300,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754994,Monday,Saturday,7377072,CA,94109,2,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 2:44:17 上午,3/21/2023 7:44:17 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34480740,E344807400,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755439,Monday,Saturday,6225072,CA,95746,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 6:24:35 下午,3/21/2023 11:24:35 上午,3/21/2023,FINAL MILE,Late +1,1,1,late_delivery_1_day,1_day_late,否
2023-W12,ER,ER34483524,E344835240,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755000,Monday,Saturday,5069147,CA,94582,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 7:51:32 下午,3/21/2023 12:51:32 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34484483,E344844830,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755018,Monday,Saturday,5741780,CA,94117,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 11:22:42 下午,3/21/2023 4:22:42 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34484563,E344845630,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755019,Monday,Saturday,6602057,CA,94523,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 8:16:38 下午,3/21/2023 1:16:38 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34484744,E344847440,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755075,Monday,Saturday,5135916,CA,94597,2,SHIPMENT.DROPOFF_READY,3/21/2023 9:27:56 下午,3/21/2023 2:27:56 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34488210,E344882100,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755012,Monday,Saturday,6355152,CA,94612,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 9:27:00 下午,3/21/2023 2:27:00 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34488943,E344889430,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754981,Monday,Saturday,1168422,CA,94563,2,SHIPMENT.DROPOFF_SUCCEEDED,3/22/2023 1:27:13 上午,3/21/2023 6:27:13 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34488998,E344889980,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400754952,Monday,Saturday,7342436,CA,94565,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 7:41:19 下午,3/21/2023 12:41:19 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
2023-W12,ER,ER34491279,E344912790,AZ_AXLE-SALCA_EP,3/20/2023,AZ,AXLE,SCD1970110400755043,Monday,Saturday,4772691,CA,94595,2,SHIPMENT.DROPOFF_SUCCEEDED,3/21/2023 7:00:28 下午,3/21/2023 12:00:28 下午,3/21/2023,FINAL MILE,Late +1,1,0,,,否
